datetime,open,high,low,close,volume
2022-09-12 06:30:00,142.677,142.85,142.673,142.822,1918.0
2022-09-12 06:45:00,142.822,142.874,142.766,142.831,1733.0
2022-09-12 07:00:00,142.831,142.933,142.734,142.75,2226.0
2022-09-12 07:15:00,142.75,142.882,142.72,142.879,1876.0
2022-09-12 07:30:00,142.888,143.037,142.885,142.956,1953.0
2022-09-12 07:45:00,142.957,143.018,142.898,142.946,1960.0
2022-09-12 08:00:00,142.95,142.995,142.893,142.964,1870.0
2022-09-12 08:15:00,142.964,143.22,142.955,143.186,2760.0
2022-09-12 08:30:00,143.185,143.24,143.114,143.18,2722.0
2022-09-12 08:45:00,143.179,143.247,143.121,143.176,2484.0
2022-09-12 09:00:00,143.176,143.248,143.123,143.156,1962.0
2022-09-12 09:15:00,143.16,143.166,142.989,143.073,2221.0
2022-09-12 09:30:00,143.073,143.226,143.061,143.125,1727.0
2022-09-12 09:45:00,143.12,143.317,143.106,143.238,2291.0
2022-09-12 10:00:00,143.237,143.495,143.227,143.419,3326.0
2022-09-12 10:15:00,143.417,143.477,143.336,143.369,2621.0
2022-09-12 10:30:00,143.368,143.441,143.285,143.327,2560.0
2022-09-12 10:45:00,143.327,143.327,142.963,142.994,2803.0
2022-09-12 11:00:00,142.995,143.054,142.815,142.865,4012.0
2022-09-12 11:15:00,142.866,142.929,142.624,142.712,3607.0
2022-09-12 11:30:00,142.709,142.886,142.7,142.807,3115.0
2022-09-12 11:45:00,142.807,142.915,142.71,142.768,2606.0
2022-09-12 12:00:00,142.768,142.937,142.642,142.893,3266.0
2022-09-12 12:15:00,142.893,142.959,142.79,142.793,2701.0
2022-09-12 12:30:00,142.795,142.809,142.647,142.73,2703.0
2022-09-12 12:45:00,142.729,142.75,142.603,142.69,2731.0
2022-09-12 13:00:00,142.69,142.792,142.578,142.721,2507.0
2022-09-12 13:15:00,142.72,142.79,142.641,142.653,2322.0
2022-09-12 13:30:00,142.653,142.722,142.526,142.591,2137.0
2022-09-12 13:45:00,142.592,142.734,142.578,142.726,1754.0
2022-09-12 14:00:00,142.73,142.87,142.717,142.82,2619.0
2022-09-12 14:15:00,142.82,142.854,142.781,142.811,1724.0
2022-09-12 14:30:00,142.811,142.821,142.654,142.654,2305.0
2022-09-12 14:45:00,142.654,142.696,142.584,142.607,1958.0
2022-09-12 15:00:00,142.606,142.711,142.545,142.71,1619.0
2022-09-12 15:15:00,142.71,142.751,142.647,142.665,1461.0
2022-09-12 15:30:00,142.665,142.737,142.415,142.473,2156.0
2022-09-12 15:45:00,142.472,142.557,142.416,142.556,2289.0
2022-09-12 16:00:00,142.555,142.599,142.233,142.292,2688.0
2022-09-12 16:15:00,142.292,142.483,142.288,142.476,2518.0
2022-09-12 16:30:00,142.475,142.63,142.446,142.619,2845.0
2022-09-12 16:45:00,142.618,142.668,142.502,142.525,2184.0
2022-09-12 17:00:00,142.526,142.66,142.485,142.521,2605.0
2022-09-12 17:15:00,142.523,142.791,142.521,142.759,2807.0
2022-09-12 17:30:00,142.76,142.878,142.663,142.731,2821.0
2022-09-12 17:45:00,142.731,142.737,142.578,142.599,2489.0
2022-09-12 18:00:00,142.599,142.617,142.437,142.562,2233.0
2022-09-12 18:15:00,142.562,142.666,142.537,142.64,2395.0
2022-09-12 18:30:00,142.639,142.743,142.588,142.658,2520.0
2022-09-12 18:45:00,142.657,142.658,142.375,142.4,2550.0
2022-09-12 19:00:00,142.399,142.449,142.339,142.38,2294.0
2022-09-12 19:15:00,142.381,142.433,142.313,142.315,1674.0
2022-09-12 19:30:00,142.313,142.459,142.306,142.395,1716.0
2022-09-12 19:45:00,142.395,142.458,142.314,142.448,1543.0
2022-09-12 20:00:00,142.448,142.448,142.351,142.351,1299.0
2022-09-12 20:15:00,142.351,142.46,142.343,142.415,1032.0
2022-09-12 20:30:00,142.414,142.421,142.308,142.312,1256.0
2022-09-12 20:45:00,142.312,142.313,142.161,142.213,1653.0
2022-09-12 21:00:00,142.21,142.382,142.206,142.38,1797.0
2022-09-12 21:15:00,142.379,142.442,142.34,142.404,1288.0
2022-09-12 21:30:00,142.404,142.435,142.357,142.378,1637.0
2022-09-12 21:45:00,142.371,142.435,142.356,142.421,1199.0
2022-09-12 22:00:00,142.421,142.596,142.414,142.563,1345.0
2022-09-12 22:15:00,142.563,142.78,142.561,142.774,941.0
2022-09-12 22:30:00,142.774,142.801,142.728,142.773,893.0
2022-09-12 22:45:00,142.773,142.786,142.705,142.722,1119.0
2022-09-12 23:00:00,142.723,142.777,142.714,142.751,835.0
2022-09-12 23:15:00,142.751,142.843,142.743,142.832,710.0
2022-09-12 23:30:00,142.832,142.84,142.751,142.758,598.0
2022-09-12 23:45:00,142.758,142.828,142.75,142.824,898.0
2022-09-13 00:00:00,142.826,142.85,142.79,142.803,652.0
2022-09-13 00:15:00,142.802,142.84,142.755,142.824,569.0
2022-09-13 00:30:00,142.825,142.843,142.809,142.837,220.0
2022-09-13 00:45:00,142.844,142.846,142.814,142.814,360.0
2022-09-13 01:00:00,142.81,142.846,142.797,142.813,688.0
2022-09-13 01:15:00,142.81,142.825,142.784,142.816,472.0
2022-09-13 01:30:00,142.811,142.822,142.798,142.802,899.0
2022-09-13 01:45:00,142.8,142.818,142.796,142.801,871.0
2022-09-13 02:00:00,142.801,142.801,142.703,142.706,1561.0
2022-09-13 02:15:00,142.705,142.711,142.541,142.555,1947.0
2022-09-13 02:30:00,142.555,142.697,142.536,142.67,309.0
2022-09-13 02:45:00,142.736,142.766,142.721,142.724,152.0
2022-09-13 03:00:00,142.724,142.779,142.654,142.715,469.0
2022-09-13 03:15:00,142.715,142.718,142.634,142.665,533.0
2022-09-13 03:30:00,142.671,142.673,142.611,142.62,885.0
2022-09-13 03:45:00,142.622,142.657,142.573,142.581,728.0
2022-09-13 04:00:00,142.58,142.737,142.512,142.57,2098.0
2022-09-13 04:15:00,142.571,142.719,142.56,142.694,2621.0
2022-09-13 04:30:00,142.695,142.729,142.549,142.634,2100.0
2022-09-13 04:45:00,142.632,142.642,142.426,142.453,3375.0
2022-09-13 05:00:00,142.453,142.537,142.41,142.524,2891.0
2022-09-13 05:15:00,142.524,142.717,142.495,142.682,2745.0
2022-09-13 05:30:00,142.681,142.727,142.595,142.623,3293.0
2022-09-13 05:45:00,142.624,142.649,142.338,142.35,2984.0
2022-09-13 06:00:00,142.35,142.49,142.32,142.485,3850.0
2022-09-13 06:15:00,142.485,142.549,142.446,142.524,3022.0
2022-09-13 06:30:00,142.521,142.555,142.469,142.521,2677.0
2022-09-13 06:45:00,142.521,142.587,142.52,142.574,2428.0
2022-09-13 07:00:00,142.575,142.593,142.472,142.482,3289.0
2022-09-13 07:15:00,142.482,142.501,142.394,142.439,2461.0
2022-09-13 07:30:00,142.439,142.558,142.41,142.511,2075.0
2022-09-13 07:45:00,142.511,142.517,142.459,142.505,2497.0
2022-09-13 08:00:00,142.504,142.547,142.469,142.493,1681.0
2022-09-13 08:15:00,142.495,142.549,142.461,142.546,1419.0
2022-09-13 08:30:00,142.546,142.579,142.512,142.565,1859.0
2022-09-13 08:45:00,142.565,142.599,142.54,142.577,1610.0
2022-09-13 09:00:00,142.577,142.581,142.471,142.499,1960.0
2022-09-13 09:15:00,142.5,142.529,142.453,142.485,2291.0
2022-09-13 09:30:00,142.486,142.527,142.356,142.414,2584.0
2022-09-13 09:45:00,142.414,142.452,142.339,142.391,1874.0
2022-09-13 10:00:00,142.39,142.436,142.117,142.177,3426.0
2022-09-13 10:15:00,142.181,142.228,142.041,142.213,3342.0
2022-09-13 10:30:00,142.213,142.247,142.112,142.194,2876.0
2022-09-13 10:45:00,142.194,142.359,142.194,142.35,2306.0
2022-09-13 11:00:00,142.349,142.483,142.254,142.386,3851.0
2022-09-13 11:15:00,142.384,142.421,142.279,142.279,2893.0
2022-09-13 11:30:00,142.273,142.351,142.237,142.303,3081.0
2022-09-13 11:45:00,142.303,142.345,142.198,142.253,2674.0
2022-09-13 12:00:00,142.254,142.372,142.213,142.277,3229.0
2022-09-13 12:15:00,142.268,142.406,142.265,142.381,1748.0
2022-09-13 12:30:00,142.382,142.408,142.296,142.337,1630.0
2022-09-13 12:45:00,142.335,142.347,142.241,142.25,2076.0
2022-09-13 13:00:00,142.253,142.329,142.181,142.313,2516.0
2022-09-13 13:15:00,142.313,142.321,142.209,142.212,2123.0
2022-09-13 13:30:00,142.211,142.273,142.168,142.247,1976.0
2022-09-13 13:45:00,142.246,142.277,142.209,142.223,1670.0
2022-09-13 14:00:00,142.223,142.262,142.182,142.223,1891.0
2022-09-13 14:15:00,142.222,142.231,142.153,142.203,1848.0
2022-09-13 14:30:00,142.203,142.233,142.144,142.187,1725.0
2022-09-13 14:45:00,142.187,142.196,142.021,142.081,1993.0
2022-09-13 15:00:00,142.08,142.091,141.963,142.012,2398.0
2022-09-13 15:15:00,142.012,142.062,141.875,141.955,2671.0
2022-09-13 15:30:00,141.956,142.024,141.885,142.007,1994.0
2022-09-13 15:45:00,142.007,142.074,142.003,142.038,1913.0
2022-09-13 16:00:00,142.038,142.12,141.979,142.018,2334.0
2022-09-13 16:15:00,142.018,142.033,141.623,141.891,3050.0
2022-09-13 16:30:00,141.892,144.07,141.892,143.923,6952.0
2022-09-13 16:45:00,143.923,144.448,143.811,144.406,6139.0
2022-09-13 17:00:00,144.41,144.688,144.298,144.607,5951.0
2022-09-13 17:15:00,144.604,144.651,144.138,144.32,5301.0
2022-09-13 17:30:00,144.328,144.332,143.79,143.908,5320.0
2022-09-13 17:45:00,143.908,144.137,143.789,144.112,4791.0
2022-09-13 18:00:00,144.112,144.232,143.88,144.059,4457.0
2022-09-13 18:15:00,144.059,144.148,143.933,144.076,3898.0
2022-09-13 18:30:00,144.076,144.177,144.011,144.173,3748.0
2022-09-13 18:45:00,144.173,144.256,144.078,144.226,4022.0
2022-09-13 19:00:00,144.219,144.342,144.195,144.294,3129.0
2022-09-13 19:15:00,144.293,144.33,144.193,144.224,3098.0
2022-09-13 19:30:00,144.224,144.245,144.164,144.196,2803.0
2022-09-13 19:45:00,144.196,144.335,144.185,144.317,3085.0
2022-09-13 20:00:00,144.32,144.436,144.297,144.317,3111.0
2022-09-13 20:15:00,144.316,144.482,144.302,144.467,2459.0
2022-09-13 20:30:00,144.469,144.491,144.333,144.341,2500.0
2022-09-13 20:45:00,144.343,144.395,144.276,144.304,2241.0
2022-09-13 21:00:00,144.305,144.319,144.171,144.179,2688.0
2022-09-13 21:15:00,144.179,144.26,144.111,144.165,2109.0
2022-09-13 21:30:00,144.165,144.4,144.165,144.384,1945.0
2022-09-13 21:45:00,144.383,144.472,144.359,144.426,2431.0
2022-09-13 22:00:00,144.426,144.494,144.332,144.351,1930.0
2022-09-13 22:15:00,144.352,144.367,144.28,144.291,1965.0
2022-09-13 22:30:00,144.291,144.386,144.285,144.376,2016.0
2022-09-13 22:45:00,144.378,144.432,144.368,144.406,2060.0
2022-09-13 23:00:00,144.405,144.464,144.342,144.449,1143.0
2022-09-13 23:15:00,144.449,144.458,144.423,144.438,644.0
2022-09-13 23:30:00,144.438,144.497,144.41,144.476,1221.0
2022-09-13 23:45:00,144.476,144.509,144.465,144.471,992.0
2022-09-14 00:00:00,144.478,144.547,144.473,144.523,934.0
2022-09-14 00:15:00,144.523,144.589,144.507,144.571,806.0
2022-09-14 00:30:00,144.571,144.578,144.474,144.503,599.0
2022-09-14 00:45:00,144.504,144.595,144.49,144.576,1228.0
2022-09-14 01:00:00,144.576,144.595,144.512,144.549,491.0
2022-09-14 01:15:00,144.549,144.574,144.549,144.574,133.0
2022-09-14 01:30:00,144.571,144.61,144.562,144.569,422.0
2022-09-14 01:45:00,144.575,144.694,144.561,144.693,520.0
2022-09-14 02:00:00,144.695,144.958,144.672,144.886,1325.0
2022-09-14 02:15:00,144.886,144.886,144.693,144.751,1079.0
2022-09-14 02:30:00,144.751,144.862,144.73,144.771,722.0
2022-09-14 02:45:00,144.771,144.869,144.749,144.867,471.0
2022-09-14 03:00:00,144.866,144.939,144.781,144.882,2004.0
2022-09-14 03:15:00,144.883,144.914,144.798,144.809,1120.0
2022-09-14 03:30:00,144.809,144.82,144.309,144.385,3482.0
2022-09-14 03:45:00,144.385,144.565,144.359,144.454,2411.0
2022-09-14 04:00:00,144.452,144.572,144.349,144.521,3279.0
2022-09-14 04:15:00,144.518,144.671,144.494,144.513,3317.0
2022-09-14 04:30:00,144.516,144.616,144.067,144.189,3497.0
2022-09-14 04:45:00,144.197,144.477,144.146,144.417,3313.0
2022-09-14 05:00:00,144.414,144.765,144.392,144.743,2887.0
2022-09-14 05:15:00,144.742,144.832,144.689,144.717,3217.0
2022-09-14 05:30:00,144.716,144.848,144.614,144.631,3252.0
2022-09-14 05:45:00,144.636,144.689,144.508,144.532,2696.0
2022-09-14 06:00:00,144.532,144.547,144.363,144.382,2942.0
2022-09-14 06:15:00,144.383,144.484,144.372,144.483,2541.0
2022-09-14 06:30:00,144.482,144.518,144.334,144.348,1687.0
2022-09-14 06:45:00,144.347,144.438,144.336,144.379,1593.0
2022-09-14 07:00:00,144.379,144.534,144.379,144.51,1873.0
2022-09-14 07:15:00,144.51,144.567,144.391,144.397,1866.0
2022-09-14 07:30:00,144.397,144.424,144.216,144.35,2919.0
2022-09-14 07:45:00,144.35,144.481,144.341,144.406,2032.0
2022-09-14 08:00:00,144.403,144.445,144.33,144.418,2073.0
2022-09-14 08:15:00,144.419,144.42,144.326,144.358,2129.0
2022-09-14 08:30:00,144.357,144.359,143.658,143.857,4720.0
2022-09-14 08:45:00,143.854,143.961,143.754,143.867,3416.0
2022-09-14 09:00:00,143.865,143.914,143.529,143.656,3409.0
2022-09-14 09:15:00,143.655,143.784,143.635,143.704,2865.0
2022-09-14 09:30:00,143.703,143.848,143.701,143.844,3225.0
2022-09-14 09:45:00,143.848,143.907,143.742,143.836,2904.0
2022-09-14 10:00:00,143.844,143.86,143.583,143.691,4098.0
2022-09-14 10:15:00,143.694,143.835,143.657,143.695,2975.0
2022-09-14 10:30:00,143.695,143.733,143.512,143.707,3065.0
2022-09-14 10:45:00,143.705,143.706,143.555,143.618,3460.0
2022-09-14 11:00:00,143.618,143.638,143.293,143.435,5045.0
2022-09-14 11:15:00,143.438,143.626,143.282,143.527,4287.0
2022-09-14 11:30:00,143.526,143.614,143.384,143.391,3490.0
2022-09-14 11:45:00,143.391,143.508,143.264,143.313,3877.0
2022-09-14 12:00:00,143.312,143.347,142.898,143.026,4563.0
2022-09-14 12:15:00,143.026,143.14,142.957,143.111,3531.0
